,index,post_class,prob
7120,1067,905,0.2
7126,431,905,0.1111111111111111
7342,749,853,0.16666666666666666
7532,1054,853,0.125
7547,696,853,0.11764705882352941
7602,973,853,0.14285714285714285
7753,20,853,0.125
7825,342,853,0.25
7876,377,853,0.2
7914,1088,853,0.16666666666666666
7929,249,853,0.125
7938,370,853,0.125
7963,636,853,0.125
7972,363,853,0.125
8012,661,853,0.125
8044,100,853,0.16666666666666666
8076,207,853,0.125
8080,687,853,0.1111111111111111
8085,1017,853,0.125
8093,297,853,0.125
8140,1025,853,0.14285714285714285
8143,320,853,0.16666666666666666
8169,246,853,0.3333333333333333
8189,841,853,0.125
8234,19,853,0.1111111111111111
8297,764,853,0.25
8462,959,1068,0.1111111111111111
8476,318,1068,0.3333333333333333
8694,836,1068,0.25
8715,626,1068,0.1111111111111111
8743,993,1068,0.25
8748,859,1068,0.25
8753,181,1068,0.14285714285714285
8764,730,1068,0.14285714285714285
8877,466,1068,0.14285714285714285
9022,367,1068,0.14285714285714285
9031,68,1068,0.2
9041,340,1068,0.1111111111111111
9062,13,1068,0.1111111111111111
9065,377,1068,0.2
9072,607,1068,0.14285714285714285
9078,93,1068,0.14285714285714285
9122,113,1068,0.14285714285714285
9228,565,1068,0.25
9232,652,1068,0.1111111111111111
9242,161,1068,0.1111111111111111
9248,657,1068,1.0
9263,1100,1068,0.14285714285714285
9318,253,1068,0.125
9332,320,1068,0.16666666666666666
9340,116,1068,0.2
9344,135,1068,0.3333333333333333
9393,742,1068,0.125
9394,1076,1068,0.14285714285714285
9436,145,1068,0.1111111111111111
9443,733,1068,0.1111111111111111
9444,554,1068,0.1111111111111111
9451,486,1068,0.16666666666666666
9452,911,1068,0.1111111111111111
9494,1004,1068,0.14285714285714285
10037,480,349,0.16666666666666666
10076,63,349,0.14285714285714285
10081,635,349,0.14285714285714285
10090,70,349,0.125
10117,663,349,0.3333333333333333
10124,277,349,0.25
10131,20,349,0.125
10155,1109,349,0.16666666666666666
10191,984,349,0.125
10202,896,349,0.125
10236,546,349,0.5
10256,681,349,0.16666666666666666
10263,685,349,0.125
10288,123,349,0.3333333333333333
10298,3,349,0.125
10307,249,349,0.125
10312,762,349,0.125
10329,345,349,0.14285714285714285
10331,41,349,0.1111111111111111
10355,939,349,0.125
10391,131,349,0.1111111111111111
10408,821,349,0.2
10410,884,349,0.14285714285714285
10461,877,349,0.125
10470,919,349,0.14285714285714285
10504,724,349,0.3333333333333333
10515,409,349,0.16666666666666666
10518,1025,349,0.14285714285714285
10526,285,349,0.14285714285714285
10563,838,349,0.25
10567,841,349,0.125
10575,801,349,0.125
10608,144,349,0.3333333333333333
10610,138,349,0.1111111111111111
10614,426,349,0.125
10618,347,349,0.16666666666666666
10620,1083,349,0.14285714285714285
10627,731,349,0.125
